Timestamp,GPS_Position_X,GPS_Position_Y,GPS_Position_Z,LEO_Position_X,LEO_Position_Y,LEO_Position_Z,PRN,Latitude,Longitude,Absolute_STEC,Elevation_Angle,date,LT
63530627634000.0,17177819.923163664,6770778.13139547,-19436090.658681475,335721.229573649,-920192.2799472309,-6759914.258422811,30,-81.75514118351765,-69.9561024763331,11.33582703602343,33.353518272637444,2013-03-17 04:33:49,23.89987094602224
63530627634000.0,12625071.195246486,-9117496.262635877,-21488757.65506541,335721.229573649,-920192.2799472309,-6759914.258422811,23,-81.75514118351765,-69.9561024763331,6.622271518470253,51.320855485383916,2013-03-17 04:33:49,23.89987094602224
63530627634000.0,9083747.368098292,16648344.91831262,-18294696.41532809,335721.229573649,-920192.2799472309,-6759914.258422811,31,-81.75514118351765,-69.9561024763331,14.619783159733817,24.606132615663057,2013-03-17 04:33:49,23.89987094602224
63530627634000.0,-8727493.218563564,-19168451.79431764,-16292545.498545103,335721.229573649,-920192.2799472309,-6759914.258422811,4,-81.75514118351765,-69.9561024763331,11.067485468052,30.58897614679647,2013-03-17 04:33:49,23.89987094602224
63530627634000.0,-14369340.76342163,-7318649.183234904,-20975749.116196845,335721.229573649,-920192.2799472309,-6759914.258422811,2,-81.75514118351765,-69.9561024763331,10.674907160148537,41.527892817694166,2013-03-17 04:33:49,23.89987094602224
63530627634000.0,-12310787.79916534,-11717043.157590523,-20786652.660304658,335721.229573649,-920192.2799472309,-6759914.258422811,10,-81.75514118351765,-69.9561024763331,9.870676426995514,42.562998936805684,2013-03-17 04:33:49,23.89987094602224
63530627644000.0,-14364633.047338901,-7345327.38637223,-20970214.440022185,369162.630551354,-987706.0178565701,-6748727.47783672,2,-81.11974217923265,-69.50638839974101,10.603834925955859,41.37954247198577,2013-03-17 04:33:59,23.93262966223949
63530627644000.0,-8721572.121693533,-19188059.042976074,-16271990.712744923,369162.630551354,-987706.0178565701,-6748727.47783672,4,-81.11974217923265,-69.50638839974101,11.121650119612307,30.941287859943372,2013-03-17 04:33:59,23.93262966223949
63530627644000.0,-12286670.865750251,-11726006.392246334,-20795582.660102498,369162.630551354,-987706.0178565701,-6748727.47783672,10,-81.11974217923265,-69.50638839974101,10.542692841366048,42.70516113757937,2013-03-17 04:33:59,23.93262966223949
63530627644000.0,12645619.573969316,-9099364.212974155,-21484754.393600833,369162.630551354,-987706.0178565701,-6748727.47783672,23,-81.11974217923265,-69.50638839974101,6.238589922291475,51.9368962248047,2013-03-17 04:33:59,23.93262966223949
63530627644000.0,17156741.489905857,6782201.810704374,-19451011.828738607,369162.630551354,-987706.0178565701,-6748727.47783672,30,-81.11974217923265,-69.50638839974101,10.639958766537772,33.34232539376225,2013-03-17 04:33:59,23.93262966223949
63530627644000.0,9077619.760178141,16671219.551282309,-18276797.222760733,369162.630551354,-987706.0178565701,-6748727.47783672,31,-81.11974217923265,-69.50638839974101,14.255031980507642,24.074070456695353,2013-03-17 04:33:59,23.93262966223949
63530627654000.0,17135653.3636163,6793645.796105914,-19465892.77016891,402459.911020919,-1055146.09455932,-6736698.881541559,30,-80.48379940904175,-69.12185991825702,10.102176524106222,33.319691532562366,2013-03-17 04:34:09,23.9610426721162
63530627654000.0,12666174.142249187,-9081247.555325361,-21480705.331104256,402459.911020919,-1055146.09455932,-6736698.881541559,23,-80.48379940904175,-69.12185991825702,6.128962267359879,52.545639491178875,2013-03-17 04:34:09,23.9610426721162
63530627654000.0,9071510.536402265,16694075.672694115,-18258858.225881223,402459.911020919,-1055146.09455932,-6736698.881541559,31,-80.48379940904175,-69.12185991825702,13.994383324000147,23.53831119126987,2013-03-17 04:34:09,23.9610426721162
