mlt,mlat_n,tec_n,tec_min_n,tec_max_n,tec_q25_n,tec_q75_n,tec_std_n,mlat_s,tec_s,tec_min_s,tec_max_s,tec_q25_s,tec_q75_s,tec_std_s,asy
19.125,14.666666666666666,55.54518516876656,13.480636666666667,104.23666666666666,42.717966666666676,71.33518333333333,18.94559078182323,-15.0,61.76260813608898,24.153066666666664,117.40103333333333,49.60595833333334,74.45711666666666,18.94559078182323,-10.65665026973993
19.375,14.666666666666666,56.45346094474772,13.990986666666666,101.91373333333333,42.943508333333334,71.49976666666667,19.031432510503688,-15.0,62.14513291663365,24.56396666666667,114.97823333333334,49.57086666666667,75.77748333333334,19.031432510503688,-9.807682904360027
19.625,14.666666666666666,57.7646346528389,16.833766666666666,102.75033333333333,44.31785,71.462675,18.75544756129935,-15.0,62.7192235062466,15.638069999999999,117.50433333333335,49.955999999999996,74.89786666666667,18.75544756129935,-8.65528057622296
19.875,14.666666666666666,58.5957095614952,17.456599999999998,110.14,46.656575,72.86124166666667,18.646123969087892,-15.0,62.65877286252936,14.168246666666667,116.02466666666668,50.79874166666667,74.89906666666666,18.646123969087892,-7.154271310533716
20.125,14.333333333333334,58.432785687057105,10.831296666666667,108.89576666666666,46.537175,71.71911666666666,18.379239151063256,-15.0,60.881099835968676,6.941579999999999,111.77406666666667,49.183391666666665,72.46310833333332,18.379239151063256,-4.615398559398554
20.375,14.0,58.23206932506221,12.358766666666668,107.08606666666667,45.45871666666667,70.57030833333333,18.16638348097601,-14.666666666666666,59.20464959486497,7.915417000000001,108.96050000000001,48.320616666666666,71.07724999999999,18.16638348097601,-2.17223717384705
20.625,14.0,57.94537561215872,6.41069,101.66996666666667,46.26331666666667,70.05015833333333,18.274991181775153,-14.0,57.02900333091436,8.300983333333333,102.23446666666666,47.786541666666665,66.9121,18.274991181775153,0.9384513810845251
20.875,13.333333333333334,56.951449740858855,13.114996666666665,97.66283333333332,46.923624999999994,69.46683333333333,16.52297048795624,-14.0,54.827225143282455,12.315586666666666,98.00206666666668,45.84228333333334,64.59496666666666,16.52297048795624,3.14297463976456
21.125,13.0,55.42212051948328,8.787673333333332,95.18316666666668,46.502633333333335,67.83328333333334,15.572687631777043,-14.0,52.718166273875376,8.701286666666666,99.45979999999999,43.09735,62.226333333333336,15.572687631777043,4.571607838966546
21.375,12.666666666666666,54.36403881065949,12.496353333333333,96.4095,45.073975,67.14356666666667,15.789999565407108,-13.0,50.35671220158921,7.586969000000001,94.91669999999999,42.20195833333333,58.359175,15.789999565407108,7.3065653631053396
21.625,12.333333333333334,52.91702011996228,9.044466666666667,95.0605,43.35663333333333,65.17405000000001,15.698457197477559,-13.0,47.979087113764905,9.8801,88.36783333333334,40.250058333333335,55.674366666666664,15.698457197477559,9.522147512438336
21.875,12.0,50.947900061939656,6.36629,91.66676666666666,41.87144166666667,62.770983333333334,15.25063965781765,-12.666666666666666,45.51035577870926,10.834763333333333,84.90523333333333,36.978941666666664,53.287041666666674,15.25063965781765,11.028954916816703
22.125,11.666666666666666,48.472835816252505,14.589513333333334,85.54630000000002,39.79155,59.31978333333333,14.034180176315855,-12.333333333333334,43.22919459227388,8.39109,77.62516666666666,34.75416666666666,50.343250000000005,14.034180176315855,11.247759607189266
22.375,11.0,46.59461492856124,10.632198333333333,82.78316666666667,37.926966666666665,57.65196666666666,13.876163998871144,-11.666666666666666,41.32651176573021,5.9004666666666665,77.54973333333334,33.83033333333333,48.5443,13.876163998871144,11.885255196062873
22.625,11.0,43.77526942593701,8.40807,78.59859999999999,35.35145,54.64196666666667,13.541102809033944,-11.666666666666666,39.85299186363216,9.107003333333333,80.38176666666666,32.357216666666666,46.880975,13.541102809033944,9.358427564728139
22.875,10.666666666666666,41.18660484023818,3.161034666666667,74.55753333333332,31.97215,51.32425833333334,13.080251094529759,-11.0,38.267822773296075,6.480288666666667,72.7948,31.71790833333333,44.7287,13.080251094529759,7.215468273013214
