index,alt,gps_time,lat,lon,qualflg,xpos,xpos_err,xvel,xvel_err,ypos,ypos_err,yvel,yvel_err,zpos,zpos_err,zvel,zvel_err,mlt
2013-03-16 16:31:00,432578.3983429121,416723460,20.17393320256273,-63.3338023644421,0,2870141.9794941,0.0036840440497345,890.615949825629,4.00374126549016e-06,-5715039.199920541,0.003990422773413,-2503.65608848078,5.295855171285019e-06,2334964.69389234,0.0045654769311942,-7189.72037090429,1.05465539423992e-05,7.231581485453065
2013-03-16 16:32:00,432417.2945085848,416723520,16.287690796580286,-63.51166577300381,0,2916419.69937391,0.0036647016707267,652.019635130282,3.75315106734696e-06,-5852416.73287383,0.0039397720570801,-2073.51935724243,4.75256754847781e-06,1898584.46038282,0.0045268779721693,-7350.75665010618,1.00659281006633e-05,7.237612126137575
2013-03-16 16:33:00,432450.7733065402,416723580,12.400255533324605,-63.69234844040243,0,2948401.73843915,0.0036515346386446,414.29258022006,3.57814376289732e-06,-5963632.42451462,0.0039047831920955,-1631.93035739212,4.36569047651538e-06,1453544.61124133,0.0045020942412754,-7478.26283446477,1.01464509497688e-05,7.243463795275349
2013-03-16 16:34:00,432686.5990783321,416723640,8.512102085711868,-63.87508570694573,0,2966175.90035947,0.0036431654582742,178.618890513561,3.4650018581769e-06,-6048060.19349566,0.0038830642145162,-1180.93397164584,4.12310517612954e-06,1001875.33287637,0.0044917772661682,-7571.653852512341,1.08082688481833e-05,7.249187119113992
2013-03-16 16:35:00,433129.4557793001,416723700,4.623727869064437,-64.0591934437796,0,2969900.23677861,0.003638804227762,-53.8445824574869,3.40088137588893e-06,-6105198.232548529,0.0038738745294829,-722.626142148137,4.00936271021188e-06,545637.032365952,0.0045113990054304,-7630.50617847689,1.196341347887e-05,7.254827353092664
2013-03-16 16:36:00,433780.8534067329,416723760,0.7356459896109276,-64.24403891050466,0,2959801.27759892,0.0036383806520643,-281.973367973548,3.30986094000519e-06,-6134671.965733229,0.0038783659240855,-259.151228035493,3.9031293837937e-06,86910.6847644838,0.0045735518553857,-7654.5597006637,1.07696063438519e-05,7.26042632484135
2013-03-16 16:37:00,434639.23251305707,416723820,-3.151624762782214,-64.42901702812613,0,2936171.84770739,0.0036413046919833,-504.6831978212,3.26690560499269e-06,-6136236.562882951,0.0038963117193027,207.313791650786,3.93398041723561e-06,-372212.250948749,0.0046529141672241,-7643.72487907322,1.00626102556459e-05,7.266024016157291
2013-03-16 16:38:00,435699.82528758515,416723880,-7.037569947221248,-64.61352773559192,0,2899368.48421453,0.0036466364638156,-720.935523123931,3.26930403836222e-06,-6109778.379691861,0.0039267033199929,674.57505799645,4.10362333874142e-06,-829639.980824551,0.0047313761171146,-7598.0795391693,9.964730183571288e-06,7.2716600727454805
2013-03-16 16:39:00,436954.5508335531,416723940,-10.921688138767214,-64.79695349658131,0,2849808.52517594,0.0036538274294755,-929.742992854337,3.31454717992998e-06,-6055315.63841233,0.0039697404198058,1140.43204614789,4.40821322278047e-06,-1283290.28628571,0.0048067373406274,-7517.864205805829,1.04839471590875e-05,7.27737530394037
2013-03-16 16:40:00,438392.1461900724,416724000,-14.80349833066795,-64.97863610194963,0,2787966.91340817,0.0036627772795104,-1130.17332970243,3.41046986571659e-06,-5972998.64193142,0.004027114710849,1602.68392675058,4.87263721055746e-06,-1731100.21392189,0.0048912744007448,-7403.48099720564,1.15061473288908e-05,7.28321322938548
2013-03-16 16:41:00,439998.4871019805,416724060,-18.682548442187876,-65.15785039673021,0,2714372.74647294,0.0036727022373122,-1321.3550165178,3.40512271368422e-06,-5863109.41686596,0.0040959315763848,2059.14424950647,4.93612536234874e-06,-2171035.86131294,0.0049915461319405,-7255.49552629041,1.00893711260989e-05,7.289221830742418
2013-03-16 16:42:00,441756.6894358918,416724120,-22.55842327324062,-65.33377173610535,0,2629605.50907444,0.0036820293400544,-1502.4794354897,3.44380142273126e-06,-5726060.37620609,0.0041690207251628,2507.65342238523,5.13400574334584e-06,-2601101.92799432,0.0050809818977189,-7074.628181124031,9.16288239285046e-06,7.29545572146878
2013-03-16 16:43:00,443647.55322189163,416724180,-26.43075111929727,-65.505434131997,0,2534291.23344708,0.0036901016756201,-1672.80554662425,3.54267508607697e-06,-5562392.55092881,0.0042442129374152,2946.0869127423,5.52896327470851e-06,-3019351.0369491,0.0051437730394604,-6861.75537687024,8.84742838347618e-06,7.301978937221246
2013-03-16 16:44:00,445649.8551523788,416724240,-30.299210329367387,-65.67167594033754,0,2429098.237484,0.0036969186640849,-1831.66473240443,3.71529767553234e-06,-5372772.99393236,0.0043220967550112,3372.37005524176,6.16467430048163e-06,-3423892.81386941,0.0051780944121515,-6617.899417606221,9.14499945363666e-06,7.3088685568798635
2013-03-16 16:45:00,447740.59728944674,416724300,-34.16353379536433,-65.83106429795255,0,2314732.74127879,0.0037033608713322,-1978.46289338922,3.96824739840813e-06,-5157991.483522059,0.0044071857303911,3784.48833587534,7.05164645237368e-06,-3812902.4477278,0.0051939074200021,-6344.22194942263,9.92452620373908e-06,7.316219740264497
2013-03-16 16:46:00,449895.2950810632,416724360,-38.02351183820511,-65.98178828946125,0,2191934.32965837,0.0037092535661122,-2112.68187072122,3.8758865791229e-06,-4918956.6899472,0.0044976304988126,4180.49436990645,6.75418193257624e-06,-4184628.79645345,0.0052042894915435,-6042.016201223139,8.625888621925409e-06,7.324152850516209
2013-03-16 16:47:00,452088.40120625217,416724420,-41.8789936808245,-66.12150209477863,0,2061471.39037224,0.0037120749966005,-2233.8799582281,3.88645378485134e-06,-4656691.862357451,0.0045797263903131,4558.51804145497,6.76151405524963e-06,-4537402.12395283,0.0051990889003634,-5712.70099769265,7.76848065405941e-06,7.332823911105353
2013-03-16 16:48:00,454293.69969714433,416724480,-45.72988723758861,-66.24708752481921,0,1924136.50704279,0.0037110451039538,-2341.69222228603,4.02035908513448e-06,-4372329.932601741,0.0046485772195673,4916.774446676391,7.18084984505063e-06,-4869641.36715886,0.0051692398713086,-5357.812126113439,7.41212570322911e-06,7.3424404369553855
2013-03-16 16:49:00,456484.76726592984,416724540,-49.576156554777775,-66.35428278616747,0,1780741.84871786,0.0037069594893684,-2435.83103499513,4.28061165140051e-06,-4067108.17154365,0.0047065083189807,5253.57206435285,8.03348611353937e-06,-5179860.9505256,0.005114967869693,-4978.99521238744,7.518288198386379e-06,7.353286183641251
2013-03-16 16:50:00,458635.37760807853,416724600,-53.4178164159514,-66.4370801239231,0,1632114.49413035,0.0037022766557602,-2516.08707753176,4.65445714481658e-06,-3742362.34642924,0.0047638522711664,5567.32015538489,9.2678315746198e-06,-5466677.07847908,0.0050440213913748,-4577.99568440365,7.95925959401653e-06,7.365761304701992
2013-03-16 16:51:00,460719.8744324595,416724660,-57.25492195527954,-66.48670365594549,0,1479091.74118159,0.0036991866384639,-2582.32869135322,4.43065974717412e-06,-3399520.50418342,0.0048296763328705,5856.534423715761,8.61797476956847e-06,-5728813.45017377,0.0049744401799858,-4156.64983637278,6.93092391656502e-06,7.3804504961953565
